label,left_landmark_0_x,left_landmark_0_y,right_landmark_0_x,right_landmark_0_y,left_landmark_1_x,left_landmark_1_y,right_landmark_1_x,right_landmark_1_y,left_landmark_2_x,left_landmark_2_y,right_landmark_2_x,right_landmark_2_y,left_landmark_3_x,left_landmark_3_y,right_landmark_3_x,right_landmark_3_y,left_landmark_4_x,left_landmark_4_y,right_landmark_4_x,right_landmark_4_y,left_landmark_5_x,left_landmark_5_y,right_landmark_5_x,right_landmark_5_y,left_landmark_6_x,left_landmark_6_y,right_landmark_6_x,right_landmark_6_y,left_landmark_7_x,left_landmark_7_y,right_landmark_7_x,right_landmark_7_y,left_landmark_8_x,left_landmark_8_y,right_landmark_8_x,right_landmark_8_y,left_landmark_9_x,left_landmark_9_y,right_landmark_9_x,right_landmark_9_y,left_landmark_10_x,left_landmark_10_y,right_landmark_10_x,right_landmark_10_y,left_landmark_11_x,left_landmark_11_y,right_landmark_11_x,right_landmark_11_y,left_landmark_12_x,left_landmark_12_y,right_landmark_12_x,right_landmark_12_y,left_landmark_13_x,left_landmark_13_y,right_landmark_13_x,right_landmark_13_y,left_landmark_14_x,left_landmark_14_y,right_landmark_14_x,right_landmark_14_y,left_landmark_15_x,left_landmark_15_y,right_landmark_15_x,right_landmark_15_y,left_landmark_16_x,left_landmark_16_y,right_landmark_16_x,right_landmark_16_y,left_landmark_17_x,left_landmark_17_y,right_landmark_17_x,right_landmark_17_y,left_landmark_18_x,left_landmark_18_y,right_landmark_18_x,right_landmark_18_y,left_landmark_19_x,left_landmark_19_y,right_landmark_19_x,right_landmark_19_y,left_landmark_20_x,left_landmark_20_y,right_landmark_20_x,right_landmark_20_y
hi,0.501854419708252,0.7668983936309814,0.5281263589859009,0.7688332200050354,0.5474352836608887,0.7520461082458496,0.5634892582893372,0.740086019039154,0.577885091304779,0.7322115302085876,0.5234864950180054,0.6983674764633179,0.5451038479804993,0.6902424097061157,0.5598435997962952,0.7014943957328796,0.5659983158111572,0.7172937393188477,0.5205944776535034,0.6886363625526428,0.5457784533500671,0.679502546787262,0.5602108240127563,0.6942622661590576,0.5663648843765259,0.7104334831237793,0.5227757692337036,0.6816932559013367,0.5480722188949585,0.6713313460350037,0.5609200596809387,0.6870344281196594,0.5649664402008057,0.7047386169433594,0.5297059416770935,0.6766367554664612,0.5515904426574707,0.6681460738182068,0.5609756708145142,0.680064857006073,0.5638817548751831,0.6959699988365173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.49580803513526917,0.7722426056861877,0.5250920057296753,0.7698118686676025,0.5480358600616455,0.7510685920715332,0.5662118792533875,0.7378994226455688,0.5811095833778381,0.7324721217155457,0.5258753299713135,0.6916186213493347,0.5459392666816711,0.6783021092414856,0.5594758987426758,0.6901447772979736,0.5660620927810669,0.7054616212844849,0.5161858797073364,0.691785454750061,0.5369418263435364,0.6802833080291748,0.5513105392456055,0.690051794052124,0.5591539144515991,0.7051857113838196,0.5106849074363708,0.6996619701385498,0.5302131772041321,0.691216230392456,0.5431042313575745,0.7004996538162231,0.549767792224884,0.7135023474693298,0.5086858868598938,0.7140113115310669,0.5241260528564453,0.7145549654960632,0.5327814817428589,0.7226815223693848,0.5371055006980896,0.7351630330085754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5042703151702881,0.7640879154205322,0.5281787514686584,0.7674189805984497,0.5464205741882324,0.7515373229980469,0.562974214553833,0.7370424866676331,0.5786476731300354,0.7289925217628479,0.5224425792694092,0.702082633972168,0.5453080534934998,0.6920886635780334,0.561431884765625,0.6993961334228516,0.5693367719650269,0.7130504250526428,0.5194855332374573,0.6919136643409729,0.5470618605613708,0.6801542043685913,0.5627449154853821,0.6927216053009033,0.5697800517082214,0.7082287669181824,0.5215281248092651,0.6860951781272888,0.5503534078598022,0.6727689504623413,0.5640082359313965,0.6874530911445618,0.5684931874275208,0.7059942483901978,0.5278974175453186,0.6827670335769653,0.5531396865844727,0.6738418340682983,0.5637418627738953,0.686593234539032,0.566685676574707,0.7045998573303223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.4990958273410797,0.765459418296814,0.5220895409584045,0.7733983397483826,0.5445663928985596,0.7552290558815002,0.5613129734992981,0.7387894988059998,0.575791597366333,0.7296394109725952,0.5234495401382446,0.7056640982627869,0.5463325381278992,0.6920685172080994,0.5607597827911377,0.7012151479721069,0.5668789148330688,0.7160926461219788,0.5185922980308533,0.6944822669029236,0.5443171858787537,0.6799215078353882,0.5594857931137085,0.6920639872550964,0.5655605792999268,0.7081719636917114,0.5188986659049988,0.688393771648407,0.5451526641845703,0.6732860207557678,0.5586631298065186,0.6867386102676392,0.5631252527236938,0.7037981152534485,0.5233252644538879,0.6854926943778992,0.5467023253440857,0.6740036606788635,0.5576820969581604,0.6842100024223328,0.5613900423049927,0.6996339559555054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5020474791526794,0.7671216726303101,0.5274061560630798,0.7706296443939209,0.5457884073257446,0.7520760297775269,0.562487781047821,0.739371657371521,0.5765916705131531,0.7303730845451355,0.5187761783599854,0.7008432745933533,0.5404722690582275,0.6901260018348694,0.5562846660614014,0.6969453692436218,0.5633235573768616,0.7094082832336426,0.5157960653305054,0.6918221116065979,0.5395472049713135,0.6772632002830505,0.5555424094200134,0.6880596876144409,0.5629420280456543,0.7036187052726746,0.5181947946548462,0.6879342794418335,0.5419660210609436,0.6713587045669556,0.5570193529129028,0.6825510859489441,0.5628914833068848,0.6991583108901978,0.5257905125617981,0.687235414981842,0.5469991564750671,0.674371063709259,0.5590887069702148,0.6827319860458374,0.5639477372169495,0.6975085735321045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5027690529823303,0.7684923410415649,0.5290096402168274,0.7711385488510132,0.5481929183006287,0.7506774663925171,0.5635873079299927,0.7363181114196777,0.5777554512023926,0.7276014089584351,0.5231851935386658,0.7048665285110474,0.5441698431968689,0.6942205429077148,0.5591482520103455,0.70084148645401,0.5674893856048584,0.7133259773254395,0.5192486643791199,0.6947569251060486,0.5428420305252075,0.6806580424308777,0.5582841038703918,0.6900707483291626,0.56673264503479,0.7039592266082764,0.5201342105865479,0.6885156035423279,0.5447242259979248,0.6729651689529419,0.5590725541114807,0.6837635040283203,0.56593257188797,0.699752926826477,0.5256391763687134,0.6844784617424011,0.5475242733955383,0.6729570627212524,0.5593658685684204,0.6816602349281311,0.5653862953186035,0.6963934898376465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5019363760948181,0.7674216628074646,0.5300162434577942,0.7703736424446106,0.5482202172279358,0.750133752822876,0.5626474618911743,0.734973669052124,0.5754002928733826,0.7230874300003052,0.5215128064155579,0.7065901756286621,0.5419453382492065,0.6971198916435242,0.5585503578186035,0.7027783393859863,0.5677871704101562,0.7130711674690247,0.5189038515090942,0.6949507594108582,0.5440371036529541,0.6823907494544983,0.5604566931724548,0.6924356818199158,0.5691141486167908,0.7057961225509644,0.520525336265564,0.687974214553833,0.5487350225448608,0.6747350692749023,0.5638457536697388,0.6881967782974243,0.5697797536849976,0.7058661580085754,0.5265087485313416,0.6833451986312866,0.5525925159454346,0.6764887571334839,0.5645418763160706,0.6884746551513672,0.5689490437507629,0.7054743766784668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5014630556106567,0.7645344138145447,0.528288722038269,0.7677823305130005,0.5475988388061523,0.7490578889846802,0.5618769526481628,0.7350523471832275,0.5743331909179688,0.7232479453086853,0.520513653755188,0.7077957391738892,0.5426643490791321,0.6983124613761902,0.5586494207382202,0.7025235891342163,0.5675099492073059,0.7114875912666321,0.5163508057594299,0.6962149739265442,0.5412951111793518,0.6832578182220459,0.5576971173286438,0.6911709308624268,0.5673971176147461,0.7035614252090454,0.517598032951355,0.6891583800315857,0.5430271029472351,0.6740238666534424,0.5584760308265686,0.6832222938537598,0.5662214159965515,0.6979575753211975,0.524059534072876,0.684367835521698,0.5464252233505249,0.6709042191505432,0.5595807433128357,0.6769106984138489,0.5666863322257996,0.6893163323402405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5074445605278015,0.7692482471466064,0.5311075448989868,0.769033670425415,0.5478613376617432,0.7473343014717102,0.5619890689849854,0.7299426794052124,0.5722616314888,0.7152373194694519,0.522111713886261,0.7083074450492859,0.5424889922142029,0.6964027285575867,0.5587106347084045,0.6995317935943604,0.5680574178695679,0.7090418934822083,0.5188742280006409,0.6976070404052734,0.5420549511909485,0.6820065379142761,0.5579800009727478,0.6893960237503052,0.567646861076355,0.7018299102783203,0.51958829164505,0.6905101537704468,0.5441251993179321,0.6734293699264526,0.5591616034507751,0.6826927065849304,0.5670141577720642,0.6980555057525635,0.5245554447174072,0.6854149699211121,0.5466019511222839,0.6723946332931519,0.5593194961547852,0.6796442270278931,0.5664875507354736,0.6933937072753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5040830373764038,0.7679330110549927,0.532580554485321,0.7662292718887329,0.5477443337440491,0.743891716003418,0.5602777600288391,0.726081132888794,0.5702709555625916,0.7108638286590576,0.5197340846061707,0.7058932781219482,0.5391156673431396,0.6950747966766357,0.5567032098770142,0.6964689493179321,0.5680949687957764,0.7039685249328613,0.5167234539985657,0.6955471038818359,0.5394600629806519,0.6811277866363525,0.5573582053184509,0.6849866509437561,0.5697738528251648,0.6931433081626892,0.517742931842804,0.6888974905014038,0.5435519814491272,0.6727518439292908,0.5607949495315552,0.6809638142585754,0.5705865025520325,0.6949558258056641,0.5234887003898621,0.6842466592788696,0.5486283898353577,0.6736469864845276,0.5621889233589172,0.6818205714225769,0.5694283246994019,0.6957731246948242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
